"rgn_id","year","species_code","score"
1,1993,"PWA",0.1
1,1994,"PWA",0.1
1,1995,"PWA",0.1
1,1996,"PWA",0.1
1,1997,"PWA",0.1
1,1998,"PWA",0.1
1,1999,"PWA",0.1
1,2000,"PWA",0.1
1,2001,"PWA",0.1
1,2002,"PWA",0.1
1,2003,"PWA",0.1
1,2004,"PWA",0.1
1,2005,"PWA",0.134883720930232
1,2006,"PWA",0.0635658914728683
1,2007,"PWA",0.1
1,2008,"PWA",0.142635658914729
1,2009,"PWA",0.1
1,2010,"PWA",0.1
1,2011,"PWA",0.189922480620155
1,2012,"PWA",0.1
1,2013,"PWA",0.935658914728682
1,2014,"PWA",0.942635658914729
1,2009,"SPO",0.811167945439045
1,2010,"SPO",0.811167945439045
1,2011,"SPO",0.811167945439045
1,2012,"SPO",0.811167945439045
1,2013,"SPO",0.811167945439045
1,2014,"SPO",0.811274509803922
1,2015,"SPO",0.811274509803922
2,1998,"NAR",0.801968019680197
2,1999,"NAR",0.391437308868501
2,2000,"NAR",0.944325481798715
2,2001,"NAR",0.817987152034261
2,2002,"NAR",0.786833855799373
2,2003,"NAR",0.776751893939394
2,2004,"NAR",0.829710144927536
2,2005,"NAR",0.795977011494253
2,2006,"NAR",1
2,2007,"NAR",0.797619047619048
2,2008,"NAR",0.587044534412956
2,2009,"NAR",0.805555555555555
2,2010,"NAR",0.85738255033557
2,2011,"NAR",0.875564588979223
3,NA,NA,NA
4,1993,"PWA",0.855813953488372
4,1994,"PWA",0.645736434108527
4,1995,"PWA",0.568217054263566
4,1996,"PWA",0.742635658914729
4,1997,"PWA",1
4,1998,"PWA",0.730232558139535
4,1999,"PWA",0.1
4,2000,"PWA",0.37984496124031
4,2001,"PWA",0.21937984496124
4,2002,"PWA",0.23953488372093
4,2003,"PWA",0.0953488372093023
4,2004,"PWA",0.505426356589147
4,2005,"PWA",0.0806201550387597
4,2006,"PWA",0.60077519379845
4,2007,"PWA",0.432558139534884
4,2008,"PWA",0.96046511627907
4,2009,"PWA",0.516279069767442
4,2010,"PWA",0.592248062015504
4,2011,"PWA",0.62093023255814
4,2012,"PWA",0.651162790697674
4,2013,"PWA",0.606976744186047
4,2014,"PWA",0.905426356589147
4,1979,"HAR",0.970588235294118
4,1980,"HAR",0.926470588235294
4,1981,"HAR",0.974917647058823
4,1982,"HAR",0.982539130434783
4,1983,"HAR",1
4,1984,"HAR",0.95008064516129
