rgn_id,year,area_km2
6,1977,168
6,1978,20.25
6,1979,292.25
6,1980,2.75
6,1981,101
6,1982,85.75
6,1983,55
6,1984,12.25
6,1985,162
6,1986,0
6,1987,8.75
6,1988,101.75
6,1989,6
6,1990,4.75
6,1991,37.25
6,1992,4.75
6,1993,100.25
6,1994,6.5
6,1995,45.25
6,1996,392.5
6,1997,14.25
6,1998,0
6,1999,5.5
6,2000,31.5
6,2001,0.25
6,2002,1264
6,2003,1583.5
6,2004,297.75
6,2005,514.25
6,2006,18.75
6,2007,0
6,2008,1.25
6,2009,426
6,2010,124.75
6,2011,0
6,2012,0
6,2013,355
6,2014,0
7,0,0
7,1889,0
7,1896,0
7,1900,0
7,1902,0
7,1903,0
7,1904,0
7,1905,0
7,1907,0
7,1908,0
7,1909,0
7,1911,0
7,1912,0
7,1913,0
7,1914,0
7,1915,0
7,1916,0
7,1917,0
7,1918,0
7,1919,0
7,1920,0
7,1921,0
7,1923,0
7,1924,0
7,1925,0
7,1926,0
7,1927,0
7,1928,0
7,1929,0.25
7,1930,0
7,1931,0
7,1932,0
7,1933,0
7,1934,0
7,1935,0
7,1936,0
7,1937,0
7,1938,0
7,1939,0
7,1940,0
7,1941,0
7,1942,0
7,1943,0
7,1944,0
7,1945,0
7,1946,0
7,1947,0
7,1948,0
7,1949,0
7,1950,0
7,1951,0
7,1952,0
7,1953,0
7,1954,0
7,1955,0
7,1956,0
7,1957,0
7,1958,0
7,1959,0
7,1960,0
7,1961,0.75
7,1962,0
7,1963,0
7,1964,0
7,1965,0
7,1966,0
7,1967,0.5
7,1968,0
7,1969,0
7,1970,108.5
7,1971,0
7,1972,0
7,1973,23406.5
7,1974,0
7,1975,2.5
7,1976,0.75
7,1977,168
7,1978,20.25
7,1979,292.25
7,1980,2.75
7,1981,101
7,1982,85.75
7,1983,55
7,1984,12.25
7,1985,162
7,1986,0
7,1987,8.75
7,1988,101.75
7,1989,6
7,1990,4.75
7,1991,37.25
7,1992,4.75
7,1993,100.25
7,1994,6.5
7,1995,45.25
7,1996,392.5
7,1997,14.25
7,1998,0
7,1999,5.5
7,2000,31.5
7,2001,0.25
7,2002,1264
7,2003,1583.5
7,2004,297.75
7,2005,514.25
7,2006,18.75
7,2007,0
7,2008,1.25
7,2009,426
7,2010,124.75
7,2011,0
7,2012,0
7,2013,355
7,2014,0
8,0,0
8,1889,0
8,1896,0
8,1900,0
8,1902,0
8,1903,0
8,1904,0
8,1905,0
8,1907,0
8,1908,0
8,1909,0
8,1911,0
8,1912,0
8,1913,0
8,1914,0
8,1915,0
8,1916,0
8,1917,0
8,1918,0
8,1919,0
8,1920,0
8,1921,0
8,1923,0
8,1924,0
8,1925,0
8,1926,0
8,1927,0
8,1928,0
8,1929,0
8,1930,0
8,1931,0
8,1932,0
8,1933,0
8,1934,0
8,1935,0
8,1936,0
8,1937,0
8,1938,0
8,1939,0
8,1940,0
8,1941,0
8,1942,0
8,1943,0
8,1944,0
8,1945,0
8,1946,0
8,1947,0
8,1948,0
8,1949,0
8,1950,0
8,1951,0
8,1952,0
8,1953,0
8,1954,0
8,1955,0
8,1956,0
8,1957,0
8,1958,0
8,1959,0
8,1960,0
8,1961,0
8,1962,0
8,1963,0
8,1964,0
8,1965,0
8,1966,0
8,1967,0
8,1968,0
8,1969,0
8,1970,1.75
8,1971,0
8,1972,0
8,1973,0
8,1974,71.75
8,1975,0
8,1976,0
8,1977,59446.5
8,1978,0
8,1979,0
8,1980,0
8,1981,0
8,1982,0
8,1983,0
8,1984,0
8,1985,0
8,1986,0
8,1987,0
8,1988,1117.25
8,1989,0
8,1990,0
8,1991,0
8,1992,0
8,1993,0
8,1994,0
8,1995,0
8,1996,0
8,1997,0
8,1998,0.25
8,1999,0
8,2000,0
8,2001,0
8,2002,0
8,2003,376.75
8,2004,5
8,2005,4.75
8,2006,0
8,2007,0
8,2008,45
8,2009,0
8,2010,90.25
8,2011,0
8,2012,0
8,2013,0
8,2014,0
9,0,0
9,1889,0
9,1896,0
9,1900,0
9,1902,0
9,1903,0
9,1904,0
9,1905,0
9,1907,0
9,1908,0
9,1909,0
9,1911,0
9,1912,0
9,1913,0
9,1914,0
9,1915,0
9,1916,0
9,1917,0
9,1918,0
9,1919,0
9,1920,0
9,1921,0
9,1923,0
9,1924,0
9,1925,0
9,1926,0
9,1927,0
9,1928,0
9,1929,0
9,1930,0
9,1931,0
9,1932,0
9,1933,0
9,1934,0
9,1935,0
9,1936,0
9,1937,0
9,1938,0
9,1939,0
9,1940,0
9,1941,0
9,1942,0
9,1943,0
9,1944,0
9,1945,0
9,1946,0
9,1947,0
9,1948,0
9,1949,0
9,1950,0
9,1951,0
9,1952,0
9,1953,0
9,1954,0
9,1955,0
9,1956,0
9,1957,0
9,1958,0
9,1959,0
9,1960,0
9,1961,0
9,1962,0
9,1963,0
9,1964,0
9,1965,0
9,1966,0
9,1967,0
9,1968,0
9,1969,0
9,1970,1.75
9,1971,0
9,1972,0
9,1973,0
9,1974,71.75
9,1975,0
9,1976,0
9,1977,59446.5
9,1978,0
9,1979,0
9,1980,0
9,1981,0
9,1982,0
9,1983,0
9,1984,0
9,1985,0
9,1986,0
9,1987,0
9,1988,1117.25
9,1989,0
9,1990,0
9,1991,0
9,1992,0
9,1993,0
9,1994,0
9,1995,0
9,1996,0
9,1997,0
9,1998,0.25
9,1999,0
9,2000,0
9,2001,0
9,2002,0
9,2003,376.75
9,2004,5
9,2005,4.75
9,2006,0
9,2007,0
9,2008,45
9,2009,0
9,2010,90.25
9,2011,0
9,2012,0
9,2013,0
9,2014,0
