"rgn_id","stock_id_taxonkey","year","mean_catch"
1,"Marine_fishes_not_identified-18_100039",2001,4.13048360657761
1,"Osmeridae-18_400080",2001,15.6048478855269
1,"Gadidae-18_400183",2001,0.000679487345308064
1,"Cottidae-18_400277",2001,0.000250644862398224
1,"Oncorhynchus-18_502724",2001,0.251041811572851
1,"Coregonus-18_506253",2001,228.582407831801
1,"Oncorhynchus_gorbuscha-18_600240",2001,16.7234869325039
1,"Oncorhynchus_kisutch-18_600245",2001,2.41428609402937
1,"Salvelinus_alpinus_alpinus-18_600247",2001,1.41706285747524
1,"Gadus_ogac-18_600309",2001,1.13292456039406e-07
1,"Eleginus_gracilis-18_600315",2001,18.9057831608234
1,"Boreogadus_saida-18_600319",2001,6.24735820027238
1,"Clupea_pallasii_pallasii-18_601520",2001,14.4294522249693
1,"Coregonus_autumnalis-18_602669",2001,31.1673177008825
1,"Coregonus_nasus-18_602674",2001,75.976696721686
1,"Coregonus_pidschian-18_602676",2001,0.268476343343866
1,"Coregonus_sardinella-18_602678",2001,24.0626225112003
1,"Salvelinus_malma_malma-18_602691",2001,184.952326848561
1,"Stenodus_leucichthys-18_602692",2001,273.275119095305
1,"Myoxocephalus_quadricornis-18_604122",2001,1.58244605755625
1,"Platichthys_stellatus-18_604249",2001,8.91354863996112e-07
1,"Coregonus_laurettae-18_646941",2001,7.47836605841085
2,"Marine_fishes_not_identified-18_100039",2001,7.20336827614152
2,"Miscellaneous_aquatic_invertebrates-18_100077",2001,0.000160228936105529
2,"Marine_finfishes_not_identified-18_100139",2001,0.000283330967202607
2,"Marine_groundfishes_not_identified-18_100239",2001,0.00259567470224823
2,"Mollusca-18_190195",2001,0.994982021712001
2,"Elasmobranchii-18_200004",2001,0.000937992701380664
2,"Bivalvia-18_290004",2001,0.406898732940779
2,"Scyphozoa-18_290013",2001,0.000176170490656655
2,"Gadiformes-18_300044",2001,6.51326157985502e-08
2,"Scorpaeniformes-18_300059",2001,0.00633966173695813
2,"Pleuronectiformes-18_300061",2001,0.00136025295890814
2,"Rajidae-18_400019",2001,0.56194733831418
2,"Gadidae-18_400183",2001,7.15867133772751
2,"Cottidae-18_400277",2001,0.590380586528593
2,"Anarhichadidae-18_400396",2001,7.78189722337107
2,"Mactridae-18_490063",2001,1.53971390749387
2,"Myoxocephalus-18_500717",2001,0.000140474060666745
2,"Sebastes-18_501135",2001,2.48377611121385
2,"Salvelinus-18_501410",2001,0.203941804861786
2,"Lycodes-18_501486",2001,0.0271212451387126
2,"Anarhichas-18_505897",2001,4.43653828177863
2,"Coregonus-18_506253",2001,0.834162558153769
2,"Busycon-18_590110",2001,0.878724461382854
2,"Strongylocentrotus-18_590158",2001,0.353435044682402
2,"Salmo_salar-18_600236",2001,3.67342564244907
2,"Salvelinus_alpinus_alpinus-18_600247",2001,218.985665804582
2,"Gadus_ogac-18_600309",2001,0.141073190618995
2,"Eleginus_gracilis-18_600315",2001,0.0332812364806153
2,"Boreogadus_saida-18_600319",2001,0.10037593108253
2,"Macrourus_berglax-18_600331",2001,1.0376668496436
2,"Sebastes_mentella-18_600505",2001,0.0550288539349027
2,"Clupea_pallasii_pallasii-18_601520",2001,0.543542849124384
2,"Coregonus_autumnalis-18_602669",2001,0.131708629725134
2,"Coregonus_nasus-18_602674",2001,16.5104314619058
2,"Coregonus_sardinella-18_602678",2001,0.000760519417037489
2,"Salvelinus_malma_malma-18_602691",2001,0.27671357781683
2,"Stenodus_leucichthys-18_602692",2001,5.79445037462203
2,"Anarhichas_denticulatus-18_603810",2001,0.0449010341945344
2,"Myoxocephalus_quadricornis-18_604122",2001,0.00174908975292228
2,"Platichthys_stellatus-18_604249",2001,0.00439516174465298
2,"Mactromeris_polynyma-18_690398",2001,5.38651673598761
2,"Buccinum_undatum-18_690434",2001,0.385745142458586
2,"Strongylocentrotus_droebachiensis-18_690494",2001,0.137698586828188
2,"Marine_fishes_not_identified-21_100039",2001,3553.50525565452
2,"Miscellaneous_marine_crustaceans-21_100047",2001,477.900615108977
2,"Miscellaneous_aquatic_invertebrates-21_100077",2001,0.211743574289004
2,"Marine_finfishes_not_identified-21_100139",2001,0.478592115870793
2,"Marine_groundfishes_not_identified-21_100239",2001,1.14772360904557
2,"Mollusca-21_190195",2001,1358.59224614968
2,"Elasmobranchii-21_200004",2001,9.39430152489077
2,"Bivalvia-21_290004",2001,663.785655612501
2,"Scyphozoa-21_290013",2001,0.0671689406350271
2,"Gadiformes-21_300044",2001,7.42828679091221e-10
2,"Scorpaeniformes-21_300059",2001,82.6020609163508
2,"Pleuronectiformes-21_300061",2001,5.15321771592148
2,"Teuthida-21_390002",2001,0.259892572540169
2,"Rajidae-21_400019",2001,3.71168074876186
2,"Gadidae-21_400183",2001,0.0369139492615261
2,"Cottidae-21_400277",2001,491.977702045089
2,"Anarhichadidae-21_400396",2001,1.08708672260804
2,"Pleuronectidae-21_400440",2001,39.9292293785806
2,"Mactridae-21_490063",2001,1689.30869427296
2,"Brachyura-21_490097",2001,6.98408513669542
2,"Myoxocephalus-21_500717",2001,3.87635373872349
2,"Sebastes-21_501135",2001,522.697935346151
2,"Salvelinus-21_501410",2001,457.022055590977
2,"Lycodes-21_501486",2001,18.5815521988053
2,"Anarhichas-21_505897",2001,130.699304637757
2,"Pandalus-21_590093",2001,1178.60238627232
2,"Busycon-21_590110",2001,301.272334494699
