"rgn_id","stock_id_taxonkey","year","mean_catch"
1,"Marine_fishes_not_identified-18_100039",2001,3.192809348181
1,"Osmeridae-18_400080",2001,10.3495852051736
1,"Gadidae-18_400183",2001,0.000541929995041324
1,"Cottidae-18_400277",2001,0.000148162767924556
1,"Oncorhynchus-18_502724",2001,0.234014147957781
1,"Coregonus-18_506253",2001,120.750370841359
1,"Oncorhynchus_gorbuscha-18_600240",2001,9.96838726234285
1,"Oncorhynchus_kisutch-18_600245",2001,1.7783689785792
1,"Salvelinus_alpinus_alpinus-18_600247",2001,1.31664235236027
1,"Gadus_ogac-18_600309",2001,8.827415973423e-07
1,"Eleginus_gracilis-18_600315",2001,13.7854957458543
1,"Boreogadus_saida-18_600319",2001,3.31776782539395
1,"Clupea_pallasii_pallasii-18_601520",2001,9.58217103197195
1,"Coregonus_autumnalis-18_602669",2001,14.5438832725226
1,"Coregonus_nasus-18_602674",2001,48.0379402997977
1,"Coregonus_pidschian-18_602676",2001,0.0299728448785796
1,"Coregonus_sardinella-18_602678",2001,12.0090451535842
1,"Salvelinus_malma_malma-18_602691",2001,81.9515600937653
1,"Stenodus_leucichthys-18_602692",2001,186.446555895597
1,"Myoxocephalus_quadricornis-18_604122",2001,0.891522242058878
1,"Platichthys_stellatus-18_604249",2001,7.68554267128613e-07
1,"Coregonus_laurettae-18_646941",2001,4.40880144859395
2,"Marine_fishes_not_identified-18_100039",2001,7.67144865959001
2,"Miscellaneous_aquatic_invertebrates-18_100077",2001,0.000292918837801148
2,"Marine_finfishes_not_identified-18_100139",2001,0.00422886431664954
2,"Marine_groundfishes_not_identified-18_100239",2001,0.0272533858144187
2,"Mollusca-18_190195",2001,0.213004248227232
2,"Elasmobranchii-18_200004",2001,0.00227854898730223
2,"Chondrichthyes-18_200538",2001,0.000698104339248587
2,"Bivalvia-18_290004",2001,0.0779090308689972
2,"Scyphozoa-18_290013",2001,0.000525789904172374
2,"Gadiformes-18_300044",2001,0.00399472530708194
2,"Scorpaeniformes-18_300059",2001,0.00313790919281836
2,"Perciformes-18_300060",2001,4.28530782874149e-05
2,"Pleuronectiformes-18_300061",2001,0.0154057197182122
2,"Rajidae-18_400019",2001,0.360338287764956
2,"Salmonidae-18_400076",2001,0.000237226116626229
2,"Gadidae-18_400183",2001,2.88144100667997
2,"Cottidae-18_400277",2001,0.0445596208550958
2,"Anarhichadidae-18_400396",2001,7.23344176174038
2,"Mactridae-18_490063",2001,1.28948085696751
2,"Myoxocephalus-18_500717",2001,0.000221788393276779
2,"Sebastes-18_501135",2001,3.0285984995227
2,"Salvelinus-18_501410",2001,0.180180053283831
2,"Lycodes-18_501486",2001,0.0594656189015382
2,"Anarhichas-18_505897",2001,21.3751871714273
2,"Coregonus-18_506253",2001,0.36982963300837
2,"Busycon-18_590110",2001,0.135918931999171
2,"Strongylocentrotus-18_590158",2001,0.104158649940264
2,"Somniosus_microcephalus-18_600138",2001,0.00559710389546521
2,"Salmo_salar-18_600236",2001,1.53019336567207
2,"Salvelinus_alpinus_alpinus-18_600247",2001,103.301989964901
2,"Gadus_ogac-18_600309",2001,0.285839224355749
2,"Eleginus_gracilis-18_600315",2001,0.0143514764892503
2,"Boreogadus_saida-18_600319",2001,0.033714436059735
2,"Macrourus_berglax-18_600331",2001,2.32583433350714
2,"Sebastes_mentella-18_600505",2001,0.0756312106658125
2,"Clupea_pallasii_pallasii-18_601520",2001,0.259681779645483
2,"Coregonus_autumnalis-18_602669",2001,0.0558395551053718
2,"Coregonus_nasus-18_602674",2001,7.56953433376513
2,"Coregonus_sardinella-18_602678",2001,0.000382161384401632
2,"Salvelinus_malma_malma-18_602691",2001,0.112190987840889
2,"Stenodus_leucichthys-18_602692",2001,2.5933849092437
2,"Anarhichas_denticulatus-18_603810",2001,0.125226977591275
2,"Myoxocephalus_quadricornis-18_604122",2001,0.000791269964085999
2,"Platichthys_stellatus-18_604249",2001,0.00191011601760938
2,"Buccinum_undatum-18_690434",2001,0.0193618977240542
2,"Strongylocentrotus_droebachiensis-18_690494",2001,0.0057217124829526
2,"Marine_fishes_not_identified-21_100039",2001,3249.61518444399
2,"Miscellaneous_aquatic_invertebrates-21_100077",2001,0.342298420017516
2,"Marine_finfishes_not_identified-21_100139",2001,0.572267529756837
2,"Marine_groundfishes_not_identified-21_100239",2001,0.354028429198355
2,"Mollusca-21_190195",2001,584.023379186503
2,"Elasmobranchii-21_200004",2001,25.1193167737538
2,"Chondrichthyes-21_200538",2001,19.4647874851782
2,"Bivalvia-21_290004",2001,122.422840817249
2,"Scyphozoa-21_290013",2001,0.394478725949286
2,"Malacostraca-21_290022",2001,172.048188227182
2,"Gadiformes-21_300044",2001,0.000161424040784174
2,"Scorpaeniformes-21_300059",2001,35.7140955213316
2,"Perciformes-21_300060",2001,0.516384380383529
2,"Pleuronectiformes-21_300061",2001,41.7083358000898
2,"Teuthida-21_390002",2001,4.31208318027252
2,"Rajidae-21_400019",2001,2.0431445174809
