"","rgn_id","stock_id","year","taxon_key","catch","bmsy","score","Median_score","TaxonPenaltyCode","penalty","score_gf","score_gapfilled"
"1",1,"Marine_fishes_not_identified-18",2001,100039,6.08691175919157,NA,0.0719317948950255,0.719317948950255,1,0.1,0.0719317948950255,"Median gapfilled"
"2",1,"Osmeridae-18",2001,400080,10.7418349821744,NA,0.575454359160204,0.719317948950255,4,0.8,0.575454359160204,"Median gapfilled"
"3",1,"Cottidae-18",2001,400277,0.000107761796181177,NA,0.575454359160204,0.719317948950255,4,0.8,0.575454359160204,"Median gapfilled"
"4",1,"Oncorhynchus-18",2001,502724,0.237031899505723,NA,0.64738615405523,0.719317948950255,5,0.9,0.64738615405523,"Median gapfilled"
"5",1,"Coregonus-18",2001,506253,130.668912576297,NA,0.64738615405523,0.719317948950255,5,0.9,0.64738615405523,"Median gapfilled"
"6",1,"Oncorhynchus_gorbuscha-18",2001,600240,10.3625125727893,NA,0.719317948950255,0.719317948950255,6,1,0.719317948950255,"Median gapfilled"
"7",1,"Salvelinus_alpinus_alpinus-18",2001,600247,0.694719460041762,NA,0.719317948950255,0.719317948950255,6,1,0.719317948950255,"Median gapfilled"
"8",1,"Eleginus_gracilis-18",2001,600315,14.256747346196,NA,0.719317948950255,0.719317948950255,6,1,0.719317948950255,"Median gapfilled"
"9",1,"Boreogadus_saida-18",2001,600319,3.2561164642237,NA,0.719317948950255,0.719317948950255,6,1,0.719317948950255,"Median gapfilled"
"10",1,"Clupea_pallasii_pallasii-18",2001,601520,9.9726865834034,NA,0.719317948950255,0.719317948950255,6,1,0.719317948950255,"Median gapfilled"
"11",1,"Coregonus_autumnalis-18",2001,602669,14.4207064426154,1.53681330501714,0.75659334749143,0.719317948950255,6,1,0.719317948950255,"none"
"12",1,"Coregonus_nasus-18",2001,602674,49.3603938604454,1.73335714099927,0.658321429500365,0.719317948950255,6,1,0.719317948950255,"none"
"13",1,"Coregonus_pidschian-18",2001,602676,0.0116615702390465,NA,0.719317948950255,0.719317948950255,6,1,0.719317948950255,"Median gapfilled"
"14",1,"Coregonus_sardinella-18",2001,602678,12.0145444152085,1.61136410209949,0.719317948950255,0.719317948950255,6,1,0.719317948950255,"none"
"15",1,"Salvelinus_malma_malma-18",2001,602691,80.6613008862565,NA,0.719317948950255,0.719317948950255,6,1,0.719317948950255,"Median gapfilled"
"16",1,"Stenodus_leucichthys-18",2001,602692,192.944183854784,NA,0.719317948950255,0.719317948950255,6,1,0.719317948950255,"Median gapfilled"
"17",1,"Myoxocephalus_quadricornis-18",2001,604122,0.905009749045826,NA,0.719317948950255,0.719317948950255,6,1,0.719317948950255,"Median gapfilled"
"18",1,"Platichthys_stellatus-18",2001,604249,3.79921258355954e-07,NA,0.719317948950255,0.719317948950255,6,1,0.719317948950255,"Median gapfilled"
"19",1,"Coregonus_laurettae-18",2001,646941,4.49780957217666,NA,0.719317948950255,0.719317948950255,6,1,0.719317948950255,"Median gapfilled"
"20",2,"Marine_fishes_not_identified-18",2001,100039,3.00437477554197,NA,0.0622346890336923,0.622346890336922,1,0.1,0.0622346890336923,"Median gapfilled"
"21",2,"Miscellaneous_aquatic_invertebrates-18",2001,100077,0.22785999635366,NA,0.0622346890336923,0.622346890336922,1,0.1,0.0622346890336923,"Median gapfilled"
"22",2,"Marine_finfishes_not_identified-18",2001,100139,0.00397542831598899,NA,0.0622346890336923,0.622346890336922,1,0.1,0.0622346890336923,"Median gapfilled"
"23",2,"Marine_groundfishes_not_identified-18",2001,100239,0.0164313054545968,NA,0.0622346890336923,0.622346890336922,1,0.1,0.0622346890336923,"Median gapfilled"
