iucn_sid,year,code,category,sciname
22694240,1994,LR/lc,Lower Risk/least concern,Stercorarius pomarinus
22694240,1988,LR/lc,Lower Risk/least concern,Stercorarius pomarinus
22693420,2016,LC,Least Concern,Calidris maritima
22693420,2012,LC,Least Concern,Calidris maritima
22693420,2009,LC,Least Concern,Calidris maritima
22693420,2008,LC,Least Concern,Calidris maritima
22693420,2004,LC,Least Concern,Calidris maritima
22693420,2000,LR/lc,Lower Risk/least concern,Calidris maritima
22693420,1994,LR/lc,Lower Risk/least concern,Calidris maritima
22693420,1988,LR/lc,Lower Risk/least concern,Calidris maritima
22693420,2016,LC,Least Concern,Calidris maritima
22693420,2012,LC,Least Concern,Calidris maritima
22693420,2009,LC,Least Concern,Calidris maritima
22693420,2008,LC,Least Concern,Calidris maritima
22693420,2004,LC,Least Concern,Calidris maritima
22693420,2000,LR/lc,Lower Risk/least concern,Calidris maritima
22693420,1994,LR/lc,Lower Risk/least concern,Calidris maritima
22693420,1988,LR/lc,Lower Risk/least concern,Calidris maritima
22693420,2016,LC,Least Concern,Calidris maritima
22693420,2012,LC,Least Concern,Calidris maritima
22693420,2009,LC,Least Concern,Calidris maritima
22693420,2008,LC,Least Concern,Calidris maritima
22693420,2004,LC,Least Concern,Calidris maritima
22693420,2000,LR/lc,Lower Risk/least concern,Calidris maritima
22693420,1994,LR/lc,Lower Risk/least concern,Calidris maritima
22693420,1988,LR/lc,Lower Risk/least concern,Calidris maritima
22693759,2016,LC,Least Concern,Charadrius hiaticula
22693759,2012,LC,Least Concern,Charadrius hiaticula
22693759,2009,LC,Least Concern,Charadrius hiaticula
22693759,2008,LC,Least Concern,Charadrius hiaticula
22693759,2004,LC,Least Concern,Charadrius hiaticula
22693759,2000,LR/lc,Lower Risk/least concern,Charadrius hiaticula
22693759,1994,LR/lc,Lower Risk/least concern,Charadrius hiaticula
22693759,1988,LR/lc,Lower Risk/least concern,Charadrius hiaticula
22693759,2016,LC,Least Concern,Charadrius hiaticula
22693759,2012,LC,Least Concern,Charadrius hiaticula
22693759,2009,LC,Least Concern,Charadrius hiaticula
22693759,2008,LC,Least Concern,Charadrius hiaticula
22693759,2004,LC,Least Concern,Charadrius hiaticula
22693759,2000,LR/lc,Lower Risk/least concern,Charadrius hiaticula
22693759,1994,LR/lc,Lower Risk/least concern,Charadrius hiaticula
22693759,1988,LR/lc,Lower Risk/least concern,Charadrius hiaticula
22693759,2016,LC,Least Concern,Charadrius hiaticula
22693759,2012,LC,Least Concern,Charadrius hiaticula
22693759,2009,LC,Least Concern,Charadrius hiaticula
22693759,2008,LC,Least Concern,Charadrius hiaticula
22693759,2004,LC,Least Concern,Charadrius hiaticula
22693759,2000,LR/lc,Lower Risk/least concern,Charadrius hiaticula
22693759,1994,LR/lc,Lower Risk/least concern,Charadrius hiaticula
22693759,1988,LR/lc,Lower Risk/least concern,Charadrius hiaticula
41672,2016,LC,Least Concern,Pusa hispida
41672,2008,LC,Least Concern,Pusa hispida
41672,1996,LR/lc,Lower Risk/least concern,Pusa hispida
41672,2016,LC,Least Concern,Pusa hispida
41672,2008,LC,Least Concern,Pusa hispida
41672,1996,LR/lc,Lower Risk/least concern,Pusa hispida
41672,2016,LC,Least Concern,Pusa hispida
41672,2008,LC,Least Concern,Pusa hispida
41672,1996,LR/lc,Lower Risk/least concern,Pusa hispida
41672,2016,LC,Least Concern,Pusa hispida
41672,2008,LC,Least Concern,Pusa hispida
41672,1996,LR/lc,Lower Risk/least concern,Pusa hispida
41672,2016,LC,Least Concern,Pusa hispida
41672,2008,LC,Least Concern,Pusa hispida
41672,1996,LR/lc,Lower Risk/least concern,Pusa hispida
41672,2016,LC,Least Concern,Pusa hispida
41672,2008,LC,Least Concern,Pusa hispida
41672,1996,LR/lc,Lower Risk/least concern,Pusa hispida
19855,1996,LR/lc,Lower Risk/least concern,Salmo salar
19855,1996,LR/lc,Lower Risk/least concern,Salmo salar
19855,1996,LR/lc,Lower Risk/least concern,Salmo salar
22693369,2016,LC,Least Concern,Calidris alba
22693369,2012,LC,Least Concern,Calidris alba
22693369,2009,LC,Least Concern,Calidris alba
22693369,2008,LC,Least Concern,Calidris alba
22693369,2004,LC,Least Concern,Calidris alba
22693369,2000,LR/lc,Lower Risk/least concern,Calidris alba
22693369,1994,LR/lc,Lower Risk/least concern,Calidris alba
22693369,1988,LR/lc,Lower Risk/least concern,Calidris alba
22693369,2016,LC,Least Concern,Calidris alba
22693369,2012,LC,Least Concern,Calidris alba
22693369,2009,LC,Least Concern,Calidris alba
22693369,2008,LC,Least Concern,Calidris alba
22693369,2004,LC,Least Concern,Calidris alba
22693369,2000,LR/lc,Lower Risk/least concern,Calidris alba
22693369,1994,LR/lc,Lower Risk/least concern,Calidris alba
22693369,1988,LR/lc,Lower Risk/least concern,Calidris alba
22693369,2016,LC,Least Concern,Calidris alba
22693369,2012,LC,Least Concern,Calidris alba
22693369,2009,LC,Least Concern,Calidris alba
22693369,2008,LC,Least Concern,Calidris alba
22693369,2004,LC,Least Concern,Calidris alba
22693369,2000,LR/lc,Lower Risk/least concern,Calidris alba
22693369,1994,LR/lc,Lower Risk/least concern,Calidris alba
22693369,1988,LR/lc,Lower Risk/least concern,Calidris alba
2475,2008,EN,Endangered,Balaenoptera borealis
2475,1996,EN,Endangered,Balaenoptera borealis
2475,1994,V,Vulnerable,Balaenoptera borealis
22680412,2016,LC,Least Concern,Somateria fischeri
22680412,2012,LC,Least Concern,Somateria fischeri
22680412,2009,LC,Least Concern,Somateria fischeri
22680412,2008,LC,Least Concern,Somateria fischeri
22680412,2004,LC,Least Concern,Somateria fischeri
22680412,2000,LR/lc,Lower Risk/least concern,Somateria fischeri
22680412,1996,VU,Vulnerable,Somateria fischeri
22680412,1994,VU,Vulnerable,Somateria fischeri
22680412,1988,LR/lc,Lower Risk/least concern,Somateria fischeri
17023,2016,LC,Least Concern,Phoca largha
17023,2008,DD,Data Deficient,Phoca largha
17023,1996,LR/lc,Lower Risk/least concern,Phoca largha
15106,2016,VU,Vulnerable,Odobenus rosmarus
15106,2008,DD,Data Deficient,Odobenus rosmarus
15106,1996,LR/lc,Lower Risk/least concern,Odobenus rosmarus
15106,2016,VU,Vulnerable,Odobenus rosmarus
15106,2008,DD,Data Deficient,Odobenus rosmarus
15106,1996,LR/lc,Lower Risk/least concern,Odobenus rosmarus
15106,2016,VU,Vulnerable,Odobenus rosmarus
15106,2008,DD,Data Deficient,Odobenus rosmarus
15106,1996,LR/lc,Lower Risk/least concern,Odobenus rosmarus
15106,2016,VU,Vulnerable,Odobenus rosmarus
15106,2008,DD,Data Deficient,Odobenus rosmarus
15106,1996,LR/lc,Lower Risk/least concern,Odobenus rosmarus
15106,2016,VU,Vulnerable,Odobenus rosmarus
15106,2008,DD,Data Deficient,Odobenus rosmarus
15106,1996,LR/lc,Lower Risk/least concern,Odobenus rosmarus
11142,2012,LC,Least Concern,Lagenorhynchus albirostris
11142,2008,LC,Least Concern,Lagenorhynchus albirostris
11142,1996,LR/lc,Lower Risk/least concern,Lagenorhynchus albirostris
11142,1994,K,Insufficiently Known,Lagenorhynchus albirostris
11142,2012,LC,Least Concern,Lagenorhynchus albirostris
11142,2008,LC,Least Concern,Lagenorhynchus albirostris
11142,1996,LR/lc,Lower Risk/least concern,Lagenorhynchus albirostris
11142,1994,K,Insufficiently Known,Lagenorhynchus albirostris
11142,2012,LC,Least Concern,Lagenorhynchus albirostris
11142,2008,LC,Least Concern,Lagenorhynchus albirostris
11142,1996,LR/lc,Lower Risk/least concern,Lagenorhynchus albirostris
11142,1994,K,Insufficiently Known,Lagenorhynchus albirostris
11142,2012,LC,Least Concern,Lagenorhynchus albirostris
11142,2008,LC,Least Concern,Lagenorhynchus albirostris
11142,1996,LR/lc,Lower Risk/least concern,Lagenorhynchus albirostris
11142,1994,K,Insufficiently Known,Lagenorhynchus albirostris
