"rgn_id","habitat","health"
1,"seaice_edge",1
2,"seaice_edge",1
3,"seaice_edge",1
4,"seaice_edge",1
5,"seaice_edge",0.784662223319345
6,"seaice_edge",0.254117647058824
7,"seaice_edge",0.0331736085514191
8,"seaice_edge",0.648648648648649
9,"seaice_edge",0.836790480784692
1,"seaice_shoreline",0.827475008061916
2,"seaice_shoreline",0.979487120752253
3,"seaice_shoreline",0.950329357308172
4,"seaice_shoreline",0.874029790761347
5,"seaice_shoreline",0.576818545163869
6,"seaice_shoreline",0.354312354312354
8,"seaice_shoreline",0.822429906542056
9,"seaice_shoreline",0.940561427434936
1,"soft_bottom",1
2,"soft_bottom",1
3,"soft_bottom",1
4,"soft_bottom",1
5,"soft_bottom",0.999945244703549
6,"soft_bottom",0.484440542863266
7,"soft_bottom",0.589850623396869
8,"soft_bottom",0.95943451626955
9,"soft_bottom",1
