"rgn_id","stock_id","taxon_key","year","catch","score","gap_fill"
1,"Marine_animals-18",1e+05,2014,0.0238572239285714,0.0434715098,"mean"
1,"Marine_fishes_not_identified-18",100339,2014,212.091480746134,0.0434715098,"mean"
1,"Gadiformes-18",300044,2014,0.0014437661,0.217357549,"mean"
1,"Salmonidae-18",400076,2014,0.152781850533333,0.3477720784,"mean"
1,"Osmeridae-18",400080,2014,10.9495314333743,0.3477720784,"mean"
1,"Gadidae-18",400183,2014,0.0474445881657143,0.3477720784,"mean"
1,"Cottidae-18",400277,2014,8.68820285714286e-05,0.3477720784,"mean"
1,"Myoxocephalus-18",500717,2014,0.7228962395,0.3912435882,"mean"
1,"Oncorhynchus-18",502724,2014,0.236400393602857,0.3912435882,"mean"
1,"Paralithodes-18",590073,2014,0.541517149457692,0.3912435882,"mean"
1,"Oncorhynchus_gorbuscha-18",600240,2014,10.2430603341571,0.434715098,"mean"
1,"Oncorhynchus_keta-18",600241,2014,758.929532749017,0.434715098,"mean"
1,"Oncorhynchus_nerka-18",600243,2014,0.978608634247059,0.434715098,"mean"
1,"Oncorhynchus_tshawytscha-18",600244,2014,2.58684720641429,0.434715098,"mean"
1,"Oncorhynchus_kisutch-18",600245,2014,2.34079908014571,0.434715098,"mean"
1,"Salvelinus_alpinus_alpinus-18",600247,2014,0.922861484388571,0.434715098,"mean"
1,"Gadus_ogac-18",600309,2014,1.809838e-05,0.434715098,"mean"
1,"Eleginus_gracilis-18",600315,2014,10.2941291535,0.434715098,"mean"
1,"Boreogadus_saida-18",600319,2014,2.66134634473429,0.434715098,"mean"
1,"Clupea_pallasii_pallasii-18",601520,2014,9.31702936248286,0.434715098,"mean"
1,"Coregonus_autumnalis-18",602669,2014,33.2725036905514,0.447191777,"none"
1,"Coregonus_nasus-18",602674,2014,48.0111798734686,0.433972064,"none"
1,"Coregonus_sardinella-18",602678,2014,38.9506937044286,0.434715098,"mean"
1,"Salvelinus_malma_malma-18",602691,2014,69.69303267824,0.434715098,"mean"
1,"Stenodus_leucichthys-18",602692,2014,147.212943223877,0.434715098,"mean"
1,"Coregonus_muksun-18",612547,2014,10.7708193889257,0.422981453,"none"
1,"Coregonus_laurettae-18",646941,2014,3.84304123052,0.434715098,"mean"
2,"Marine_animals-18",1e+05,2014,0.00010143664137931,0.0456101529166667,"mean"
2,"Marine_fishes_not_identified-18",100339,2014,2.94361549098571,0.0456101529166667,"mean"
2,"Gadiformes-18",300044,2014,0.001588255625,0.228050764583333,"mean"
2,"Salmonidae-18",400076,2014,0.0453445028,0.364881223333333,"mean"
2,"Gadidae-18",400183,2014,8.86997255600857,0.364881223333333,"mean"
2,"Cottidae-18",400277,2014,0.180418194174286,0.364881223333333,"mean"
2,"Myoxocephalus-18",500717,2014,7.74093657142857e-05,0.41049137625,"mean"
2,"Salvelinus_alpinus_alpinus-18",600247,2014,229.098168715823,0.456101529166667,"mean"
2,"Gadus_ogac-18",600309,2014,0.00122401329,0.456101529166667,"mean"
2,"Eleginus_gracilis-18",600315,2014,0.00480474522571429,0.456101529166667,"mean"
2,"Boreogadus_saida-18",600319,2014,0.0199429350857143,0.456101529166667,"mean"
2,"Reinhardtius_hippoglossoides-18",600516,2014,0.000573027288571429,0.456101529166667,"mean"
2,"Clupea_pallasii_pallasii-18",601520,2014,0.524579083811429,0.456101529166667,"mean"
2,"Coregonus_autumnalis-18",602669,2014,0.0559355135285714,0.447191777,"none"
