"rgn_id","stock_id","year","taxon_key","catch","bmsy","score","Mean_score","TaxonPenaltyCode","penalty","score_gf","score_gapfilled"
1,"Marine_animals-18",2001,1e+05,0.0238572239285714,NA,0.0319215607,0.319215607,1,0.1,0.0319215607,"Mean gapfilled"
1,"Marine_fishes_not_identified-18",2001,100339,212.091480746134,NA,0.0319215607,0.319215607,1,0.1,0.0319215607,"Mean gapfilled"
1,"Osmeridae-18",2001,400080,10.9495314333743,NA,0.2553724856,0.319215607,4,0.8,0.2553724856,"Mean gapfilled"
1,"Gadidae-18",2001,400183,0.0474445881657143,NA,0.2553724856,0.319215607,4,0.8,0.2553724856,"Mean gapfilled"
1,"Cottidae-18",2001,400277,8.68820285714286e-05,NA,0.2553724856,0.319215607,4,0.8,0.2553724856,"Mean gapfilled"
1,"Myoxocephalus-18",2001,500717,0.7228962395,NA,0.2872940463,0.319215607,5,0.9,0.2872940463,"Mean gapfilled"
1,"Oncorhynchus-18",2001,502724,0.236400393602857,NA,0.2872940463,0.319215607,5,0.9,0.2872940463,"Mean gapfilled"
1,"Paralithodes-18",2001,590073,0.541517149457692,NA,0.2872940463,0.319215607,5,0.9,0.2872940463,"Mean gapfilled"
1,"Oncorhynchus_gorbuscha-18",2001,600240,10.2430603341571,NA,0.319215607,0.319215607,6,1,0.319215607,"Mean gapfilled"
1,"Oncorhynchus_keta-18",2001,600241,758.929532749017,NA,0.319215607,0.319215607,6,1,0.319215607,"Mean gapfilled"
1,"Oncorhynchus_nerka-18",2001,600243,0.978608634247059,NA,0.319215607,0.319215607,6,1,0.319215607,"Mean gapfilled"
1,"Oncorhynchus_tshawytscha-18",2001,600244,2.58684720641429,NA,0.319215607,0.319215607,6,1,0.319215607,"Mean gapfilled"
1,"Oncorhynchus_kisutch-18",2001,600245,2.34079908014571,NA,0.319215607,0.319215607,6,1,0.319215607,"Mean gapfilled"
1,"Salvelinus_alpinus_alpinus-18",2001,600247,0.922861484388571,NA,0.319215607,0.319215607,6,1,0.319215607,"Mean gapfilled"
1,"Gadus_ogac-18",2001,600309,1.809838e-05,NA,0.319215607,0.319215607,6,1,0.319215607,"Mean gapfilled"
1,"Eleginus_gracilis-18",2001,600315,10.2941291535,NA,0.319215607,0.319215607,6,1,0.319215607,"Mean gapfilled"
1,"Boreogadus_saida-18",2001,600319,2.66134634473429,NA,0.319215607,0.319215607,6,1,0.319215607,"Mean gapfilled"
1,"Clupea_pallasii_pallasii-18",2001,601520,9.31702936248286,NA,0.319215607,0.319215607,6,1,0.319215607,"Mean gapfilled"
1,"Coregonus_autumnalis-18",2001,602669,33.2725036905514,0.320488534,0.320488534,0.319215607,6,1,0.319215607,"none"
1,"Coregonus_nasus-18",2001,602674,48.0111798734686,0.353712284,0.353712284,0.319215607,6,1,0.319215607,"none"
1,"Coregonus_sardinella-18",2001,602678,38.9506937044286,NA,0.319215607,0.319215607,6,1,0.319215607,"Mean gapfilled"
