"rgn_id","stock_id_taxonkey","year","mean_catch"
1,"Marine_fishes_not_identified-18_100039",2001,6.08691175919157
1,"Osmeridae-18_400080",2001,10.7418349821744
1,"Cottidae-18_400277",2001,0.000107761796181177
1,"Oncorhynchus-18_502724",2001,0.237031899505723
1,"Coregonus-18_506253",2001,130.668912576297
1,"Oncorhynchus_gorbuscha-18_600240",2001,10.3625125727893
1,"Salvelinus_alpinus_alpinus-18_600247",2001,0.694719460041762
1,"Eleginus_gracilis-18_600315",2001,14.256747346196
1,"Boreogadus_saida-18_600319",2001,3.2561164642237
1,"Clupea_pallasii_pallasii-18_601520",2001,9.9726865834034
1,"Coregonus_autumnalis-18_602669",2001,14.4207064426154
1,"Coregonus_nasus-18_602674",2001,49.3603938604454
1,"Coregonus_pidschian-18_602676",2001,0.0116615702390465
1,"Coregonus_sardinella-18_602678",2001,12.0145444152085
1,"Salvelinus_malma_malma-18_602691",2001,80.6613008862565
1,"Stenodus_leucichthys-18_602692",2001,192.944183854784
1,"Myoxocephalus_quadricornis-18_604122",2001,0.905009749045826
1,"Platichthys_stellatus-18_604249",2001,3.79921258355954e-07
1,"Coregonus_laurettae-18_646941",2001,4.49780957217666
2,"Marine_fishes_not_identified-18_100039",2001,3.00437477554197
2,"Miscellaneous_aquatic_invertebrates-18_100077",2001,0.22785999635366
2,"Marine_finfishes_not_identified-18_100139",2001,0.00397542831598899
2,"Marine_groundfishes_not_identified-18_100239",2001,0.0164313054545968
2,"Mollusca-18_190195",2001,0.183390900752256
2,"Elasmobranchii-18_200004",2001,0.00284463881530515
2,"Chondrichtyes-18_200538",2001,0.0010721613773901
2,"Bivalvia-18_290004",2001,0.0717096502180408
2,"Scyphozoa-18_290013",2001,0.000523650950168525
2,"Gadiformes-18_300044",2001,0.00184008712020258
2,"Scorpaeniformes-18_300059",2001,0.00430374806374292
2,"Perciformes-18_300060",2001,6.82273718197677e-05
2,"Pleuronectiformes-18_300061",2001,0.0118125468567458
2,"Rajidae-18_400019",2001,3.85871989455191
2,"Salmonidae-18_400076",2001,0.000361160972957068
2,"Gadidae-18_400183",2001,3.20892033332636
2,"Cottidae-18_400277",2001,0.0642200157218585
2,"Anarhichadidae-18_400396",2001,2.65561233359343
2,"Mactridae-18_490063",2001,1.30413846046624
2,"Myoxocephalus-18_500717",2001,0.00024086870823856
2,"Sebastes-18_501135",2001,1.97352862579762
2,"Salvelinus-18_501410",2001,0.182989537690958
2,"Lycodes-18_501486",2001,0.0473904661120079
2,"Anarhichas-18_505897",2001,19.3033405500039
2,"Coregonus-18_506253",2001,0.370239115632644
2,"Busycon-18_590110",2001,0.0745963977104396
2,"Strongylocentrotus-18_590158",2001,0.0951161977092585
2,"Somniosus_microcephalus-18_600138",2001,0.00277719440631837
2,"Salmo_salar-18_600236",2001,1.34425180551883
2,"Salvelinus_alpinus_alpinus-18_600247",2001,89.9495152490649
2,"Gadus_ogac-18_600309",2001,0.242208259505987
2,"Eleginus_gracilis-18_600315",2001,0.0157140536460668
2,"Boreogadus_saida-18_600319",2001,0.0203319180775615
2,"Macrourus_berglax-18_600331",2001,1.42184629441546
2,"Clupea_pallasii_pallasii-18_601520",2001,0.229368698227337
2,"Coregonus_autumnalis-18_602669",2001,0.0545773229631715
2,"Coregonus_nasus-18_602674",2001,7.46895880220669
2,"Coregonus_sardinella-18_602678",2001,0.00038234340502017
2,"Salvelinus_malma_malma-18_602691",2001,0.108976178025447
2,"Stenodus_leucichthys-18_602692",2001,2.54701597271663
2,"Anarhichas_denticulatus-18_603810",2001,0.120103043902568
2,"Myoxocephalus_quadricornis-18_604122",2001,0.000779992523559372
2,"Platichthys_stellatus-18_604249",2001,0.00187334522775857
2,"Strongylocentrotus_droebachiensis-18_690494",2001,0.0120773445549236
2,"Marine_fishes_not_identified-21_100039",2001,1964.43433124273
2,"Miscellaneous_aquatic_invertebrates-21_100077",2001,63.9664333249275
2,"Marine_finfishes_not_identified-21_100139",2001,1.39703319878132
2,"Marine_groundfishes_not_identified-21_100239",2001,0.766752990116112
2,"Mollusca-21_190195",2001,571.239424123859
2,"Elasmobranchii-21_200004",2001,21.8792138775106
