"rgn_id","year","species_code","score"
8,2015,"WAL",0.932795698924731
9,2004,"NAR",NA
9,2005,"NAR",0.1
9,2006,"NAR",0.1
9,2007,"NAR",0.1
9,2008,"NAR",0.1
9,2009,"NAR",0.367647058823529
9,2010,"NAR",0.544117647058824
9,2011,"NAR",0.691176470588235
9,2012,"NAR",0.560077519379845
9,2013,"NAR",0.865530303030303
9,2014,"NAR",0.863636363636364
9,2007,"WAL",0.527777777777778
9,2008,"WAL",0.5
9,2009,"WAL",0.394927536231884
9,2010,"WAL",0.574074074074074
9,2011,"WAL",0.481481481481482
9,2012,"WAL",0.435185185185185
9,2013,"WAL",0.62037037037037
9,2014,"WAL",0.62037037037037
