"rgn_id","stock_id_taxonkey","year","mean_catch"
1,"Marine_animals-18_100000",2001,0.0238572239285714
1,"Marine_fishes_not_identified-18_100339",2001,212.091480746134
1,"Osmeridae-18_400080",2001,10.9495314333743
1,"Gadidae-18_400183",2001,0.0474445881657143
1,"Cottidae-18_400277",2001,8.68820285714286e-05
1,"Myoxocephalus-18_500717",2001,0.7228962395
1,"Oncorhynchus-18_502724",2001,0.236400393602857
1,"Paralithodes-18_590073",2001,0.541517149457692
1,"Oncorhynchus_gorbuscha-18_600240",2001,10.2430603341571
1,"Oncorhynchus_keta-18_600241",2001,758.929532749017
1,"Oncorhynchus_nerka-18_600243",2001,0.978608634247059
1,"Oncorhynchus_tshawytscha-18_600244",2001,2.58684720641429
1,"Oncorhynchus_kisutch-18_600245",2001,2.34079908014571
1,"Salvelinus_alpinus_alpinus-18_600247",2001,0.922861484388571
1,"Gadus_ogac-18_600309",2001,1.809838e-05
1,"Eleginus_gracilis-18_600315",2001,10.2941291535
1,"Boreogadus_saida-18_600319",2001,2.66134634473429
1,"Clupea_pallasii_pallasii-18_601520",2001,9.31702936248286
1,"Coregonus_autumnalis-18_602669",2001,33.2725036905514
1,"Coregonus_nasus-18_602674",2001,48.0111798734686
1,"Coregonus_sardinella-18_602678",2001,38.9506937044286
1,"Salvelinus_malma_malma-18_602691",2001,69.69303267824
1,"Stenodus_leucichthys-18_602692",2001,147.212943223877
1,"Coregonus_muksun-18_612547",2001,10.7708193889257
1,"Coregonus_laurettae-18_646941",2001,3.84304123052
2,"Marine_animals-18_100000",2001,0.00010143664137931
2,"Marine_fishes_not_identified-18_100339",2001,2.94361549098571
2,"Gadidae-18_400183",2001,8.86997255600857
2,"Cottidae-18_400277",2001,0.180418194174286
2,"Myoxocephalus-18_500717",2001,7.74093657142857e-05
2,"Salvelinus_alpinus_alpinus-18_600247",2001,229.098168715823
2,"Gadus_ogac-18_600309",2001,0.00122401329
2,"Eleginus_gracilis-18_600315",2001,0.00480474522571429
2,"Boreogadus_saida-18_600319",2001,0.0199429350857143
2,"Reinhardtius_hippoglossoides-18_600516",2001,0.000573027288571429
2,"Clupea_pallasii_pallasii-18_601520",2001,0.524579083811429
2,"Coregonus_autumnalis-18_602669",2001,0.0559355135285714
2,"Coregonus_nasus-18_602674",2001,13.7790051346057
2,"Coregonus_sardinella-18_602678",2001,0.000323575362857143
2,"Salvelinus_malma_malma-18_602691",2001,0.127690606434286
2,"Stenodus_leucichthys-18_602692",2001,5.08319083127714
2,"Platichthys_stellatus-18_604249",2001,0.00177723221428571
2,"Marine_animals-21_100000",2001,2.4152383919
2,"Marine_fishes_not_identified-21_100039",2001,48.8503971022371
2,"Miscellaneous_marine_crustaceans-21_100047",2001,0.0244826306
2,"Bivalvia-21_290004",2001,0.615339925485714
2,"Echinoidea-21_290011",2001,21.8265868500571
2,"Squaliformes-21_300009",2001,0.857091095508571
2,"Anguilliformes-21_300026",2001,5.01828174244857
2,"Pleuronectiformes-21_300061",2001,9.12868653228286
2,"Teuthida-21_390002",2001,5.82278243946286
2,"Squalidae-21_400013",2001,4.13105574230286
2,"Rajidae-21_400019",2001,134.1093460822
2,"Macrouridae-21_400185",2001,2.92155424581143
2,"Triglidae-21_400266",2001,0.169760827685714
